feature	pForward	zForward	probForward	pReverse	zReverse	probReverse
Neurosynth_TFIDF__amygdala	0.0	inf	0.23948135828242875	0.0	inf	0.8859127750142878
Neurosynth_TFIDF__amygdala responses	0.09777813649350175	1.6557219676350754	0.29652627160148326	4.721555014782708e-32	11.783970225979935	0.843095617294874
Neurosynth_TFIDF__amygdala hippocampus	5.5808380736012235e-06	4.541677456303368	0.28505251515373453	1.6394751912505937e-41	13.496516088914833	0.8382246792963082
Neurosynth_TFIDF__amygdala insula	0.00855288650523053	2.6294271095935247	0.28044585920815956	8.909794809553175e-33	11.923667736343306	0.834537382196727
Neurosynth_TFIDF__fearful faces	0.02619263218820125	2.223343710799126	0.27723281620340445	1.1308415281814728e-30	11.513287180384653	0.8324022889119896
Neurosynth_TFIDF__amygdala response	0.00039814298385420897	3.541311663776276	0.26310396150833504	1.614913477302539e-32	11.874032622618875	0.8240626938837133
Neurosynth_TFIDF__fearful	3.273840961322044e-29	11.21942718396246	0.25104136354188317	5.937234583441442e-56	15.759208024168384	0.8201132675365967
Neurosynth_TFIDF__amygdala anterior	0.9160451468417765	0.1054167231525636	0.25456008242492084	7.575035271119703e-20	9.119100586707063	0.81627962174114
Neurosynth_TFIDF__cortex amygdala	0.010724577612864689	2.551547266200679	0.252053073943422	6.767654365022819e-27	10.737745927344994	0.8157308832570176
Neurosynth_TFIDF__neutral faces	0.00023576013419840793	3.677251967504269	0.24629369647620386	3.1276661374224894e-29	11.223466092144191	0.8120386467922592
Neurosynth_TFIDF__neutral pictures	0.7575988002452815	0.3086355170871244	0.24318436340729332	1.0077013802386342e-18	8.834252129690665	0.8077352041734125
Neurosynth_TFIDF__angry	1.1102333415774943e-06	4.871020472658346	0.22540345920800386	7.689082512616689e-28	10.936769808788553	0.7952197523883567
Neurosynth_TFIDF__fear	1.2876448604931445e-62	16.701056491291386	0.2125543569750776	8.843708958176653e-54	15.439753880296745	0.790593425260578
Neurosynth_TFIDF__skin conductance	0.9207342899792178	0.09950881412115933	0.22263790131437192	4.308128980028846e-15	7.845621967942196	0.7897315541791171
Neurosynth_TFIDF__neutral	0.0	inf	0.19131985556748568	9.777167126846278e-105	21.73405655984196	0.7879956768823645
Neurosynth_TFIDF__hypothalamus	0.6170274292106425	0.5000676707472278	0.22023601004894355	1.1871883695977071e-15	8.005772696740888	0.7876522450463552
Neurosynth_TFIDF__conductance	0.9209856481412155	0.0991922247794961	0.2188632937054827	1.5492216132408865e-14	7.683398960925474	0.7860752154456788
Neurosynth_TFIDF__threatening	0.617775676160326	0.4990052632888553	0.2184870708203107	2.1755067767964172e-15	7.930907238086408	0.7859374519163024
Neurosynth_TFIDF__happy	3.5308489541470374e-15	7.870550219407868	0.2102171010258102	3.9140887901602986e-31	11.604403167793912	0.782260071335748
Neurosynth_TFIDF__unpleasant	0.014078790511961215	2.4552467712701236	0.21319381042676216	6.951593401013932e-19	8.875666372915633	0.781761282529922
Neurosynth_TFIDF__facial expressions	4.684982770957489e-20	9.171035151654948	0.2076058352807875	3.7167560557306626e-33	11.9962692330853	0.7803248872118385
Neurosynth_TFIDF__emotional valence	0.7701122683332633	0.29222804745892716	0.21017782927556947	1.1188718147728702e-13	7.42605181599998	0.7772767336914002
Neurosynth_TFIDF__expressions	1.0357651506960262e-49	14.82329500882399	0.19956014858640597	2.2928403587599803e-42	13.640720488420046	0.7751854951626498
Neurosynth_TFIDF__negative neutral	0.3454228788945492	-0.9435045699613523	0.2076800587947085	7.194777645416557e-11	6.516539695207062	0.7738551628259679
Neurosynth_TFIDF__disgust	0.7709991096638362	0.29106826606750424	0.207012229144722	3.2789305241055296e-13	7.28241643479444	0.7738391853424756
Neurosynth_TFIDF__faces	0.0	inf	0.18339046248995722	2.478478949207823e-81	19.10096828761375	0.7731176718918611
Neurosynth_TFIDF__aversive	4.723554368752229e-15	7.83406206159233	0.20127694465601992	4.074772439991764e-28	10.99420748824348	0.7723794950267788
Neurosynth_TFIDF__conditioned	0.20023959174803937	1.2808692598253715	0.20503181063317194	7.0808124034708944e-15	7.783029482010791	0.7722378924732409
Neurosynth_TFIDF__conditioning	0.000389346505964355	3.547201618627869	0.20265771233551474	4.340913810570921e-19	8.927920508746826	0.7710044596838074
Neurosynth_TFIDF__emotional information	0.4779622677477427	-0.7095838011982887	0.20250604921846432	1.29784331352191e-10	6.427424134169802	0.7681526362096058
Neurosynth_TFIDF__emotional faces	0.9299849141603561	-0.08786381829982491	0.20187828463317217	1.0929287487365138e-11	6.793700880659071	0.7677893651694461
Neurosynth_TFIDF__olfactory	0.057861412903192626	-1.896746427807741	0.20247821788354767	1.0978498131570422e-08	5.7148745548373725	0.7675166594699313
Neurosynth_TFIDF__pleasant	0.27923827429190645	1.082032078435941	0.20090022922368023	8.969867353893534e-14	7.455248398821414	0.7673792472133972
Neurosynth_TFIDF__emotional	0.0	inf	0.1599156830989471	4.46906425528861e-108	22.084352395492402	0.7651866108888228
Neurosynth_TFIDF__happy faces	0.05909214090721762	-1.8875071846906923	0.20040943853758625	1.78461928673841e-08	5.631680632177586	0.7651003588065842
Neurosynth_TFIDF__connectivity amygdala	0.774302114520627	0.2867521357845229	0.19684103499053363	1.0913399522816866e-11	6.793910645202744	0.762036228915448
Neurosynth_TFIDF__facial	5.459612435719642e-89	20.000433281522188	0.18470964365194065	1.561987478445384e-44	13.999850598858053	0.7603189754217073
Neurosynth_TFIDF__emotion	0.0	inf	0.17139366030734143	4.735691029187997e-76	18.455204514878506	0.7595568038856982
Neurosynth_TFIDF__valence	2.2205586081476746e-39	13.129863692859164	0.1878412926263591	2.7278703010576818e-33	12.021852276294563	0.7594670893910495
Neurosynth_TFIDF__threat	2.809843889756201e-10	6.308922707707652	0.1908020333659575	7.86687806640858e-22	9.60165779353581	0.7585707528999888
Neurosynth_TFIDF__emotionally	5.23482543970177e-08	5.443144137844536	0.18871959250039114	1.4769136687864996e-19	9.046450323947205	0.7552123369791925
Neurosynth_TFIDF__extinction	0.06593937842904853	-1.8388355449202116	0.1890711798806037	2.596148781677397e-07	5.150628576472867	0.7509093069162158
Neurosynth_TFIDF__taste	0.03852925827198701	-2.069179365745068	0.18462756280176335	1.399538201556589e-06	4.825070404503963	0.7447425395938053
Neurosynth_TFIDF__limbic	3.601765010237472e-72	17.965932179007392	0.1741500362383475	1.1705813903199826e-34	12.279264117650586	0.7435087267850692
Neurosynth_TFIDF__neutral stimuli	0.11695681220583097	-1.5676757997997346	0.1819187033572549	7.012092007497296e-07	4.9610284487584035	0.7411632679096942
Neurosynth_TFIDF__anger	0.11695681220583097	-1.5676757997997346	0.1819187033572549	7.012092007497296e-07	4.9610284487584035	0.7411632679096942
Neurosynth_TFIDF__reactivity	1.2472303675753046e-10	6.433470224394132	0.17647461002652665	5.992012191825371e-18	8.63270061648941	0.7386342688783146
Neurosynth_TFIDF__affective	4.722035957089773e-166	27.464045401537785	0.16585552861412028	8.517756948312218e-44	13.878783273401973	0.7375467325732654
Neurosynth_TFIDF__emotions	7.203155658093451e-49	14.692477217914726	0.17125429443229398	3.448397929035507e-28	11.009255941208462	0.7364844574802213
Neurosynth_TFIDF__periaqueductal	0.021956835319398075	-2.2911137547604468	0.17841254985655308	9.568432090563615e-06	4.4267030281408015	0.7356545271368375
Neurosynth_TFIDF__emotional stimuli	2.802263030470045e-05	4.188967679656534	0.1737953858270025	1.0061318543194296e-13	7.44009464958051	0.732807087829199
Neurosynth_TFIDF__emotional responses	0.18608823754980866	-1.3222400230948665	0.17594458383709694	1.5537716042495947e-06	4.804192665658335	0.7324236789281183
Neurosynth_TFIDF__arousal	1.2128930693240777e-14	7.714676681487991	0.171424012985199	2.95882828825535e-18	8.7130206111431	0.7316578735348389
Neurosynth_TFIDF__neocortical	0.004912083667971118	-2.8127433695632407	0.17559108034382567	5.274982139838269e-05	4.043096837278847	0.7311212968620052
Neurosynth_TFIDF__lobe mtl	0.37728003930680126	-0.8829189960137723	0.17320972738375412	9.958881967175182e-07	4.892449212624681	0.7284130412579768
Neurosynth_TFIDF__anxiety disorders	0.12344383816726542	-1.5404781773960297	0.17342282225597616	4.9755982244794645e-06	4.5658139909673325	0.7283688953420395
Neurosynth_TFIDF__negative emotions	0.005343754075132902	-2.7855467071777555	0.1722193074501574	9.343368924598544e-05	3.9070400039543123	0.7258187357197258
Neurosynth_TFIDF__negative affect	0.1254923951777024	-1.5321217430137928	0.17082497338539251	9.03486562863961e-06	4.439069461653014	0.724199382294558
Neurosynth_TFIDF__face	4.4868077146854324e-211	31.00591254546799	0.15654655612244897	4.808968895323313e-41	13.416982784732149	0.7236265862750291
Neurosynth_TFIDF__self report	0.005558675362578113	-2.772738592785954	0.17059923426230966	0.00012507298595183653	3.8359634955803306	0.7231956456904266
Neurosynth_TFIDF__facial expression	0.025089144686051914	-2.240027391032665	0.16927538237376985	5.855844666776496e-05	4.018545723973205	0.7212686306992087
Neurosynth_TFIDF__avoidance	0.505298676930227	-0.6661758973641597	0.16772578284691397	2.4214955235008086e-06	4.7146306819133414	0.7195653114498752
Neurosynth_TFIDF__sad	0.15727546227284192	1.4142944621581508	0.16643651895760792	1.3494447012421268e-08	5.679683169008556	0.7187839699468934
Neurosynth_TFIDF__anxiety	9.734817234803295e-40	13.192165450764099	0.16124460844367072	1.5381981630918512e-21	9.532311248567906	0.718243659198769
Neurosynth_TFIDF__mtl	0.7841307119940258	0.2739400252019216	0.1656415171404192	3.7606719265262897e-07	5.080689591854824	0.71663818359375
Neurosynth_TFIDF__pictures	2.513520054526835e-63	16.79824976963636	0.15696655273979707	8.745340759701388e-24	10.054851248193943	0.7129758247684805
Neurosynth_TFIDF__ratings	7.12575212203628e-30	11.353493543019166	0.15812929050602897	4.0450169826519386e-18	8.677517301256435	0.7110649205326879
Neurosynth_TFIDF__psychiatric disorders	0.9324033223393375	-0.0848214726655941	0.1609674270129548	3.828152956828177e-06	4.620500568085019	0.7080350997107114
Neurosynth_TFIDF__paralimbic	0.002961497875469124	-2.9717063497935157	0.16118825438326123	0.0009773092788164998	3.296978656116668	0.7067763781474511
Neurosynth_TFIDF__face recognition	0.002961497875469124	-2.9717063497935157	0.16118825438326123	0.0009773092788164998	3.296978656116668	0.7067763781474511
Neurosynth_TFIDF__serotonin	0.38801702329137583	-0.8632190833956608	0.1605264895742187	2.4519655798739017e-05	4.2191762343686445	0.7067081479957833
Neurosynth_TFIDF__passive viewing	0.0011444734813293956	-3.2523689743649498	0.16061928744637194	0.0015557780467610862	3.164072930776332	0.7056022669206113
Neurosynth_TFIDF__anterior hippocampus	0.003083762185490704	-2.9592625807274824	0.15976751102092226	0.001221336011430743	3.233849958621994	0.7041481668026213
Neurosynth_TFIDF__medial orbitofrontal	0.38944657735959914	-0.860621433250555	0.1586579672321299	3.925202358752907e-05	4.111838857653853	0.7032123875042952
Neurosynth_TFIDF__hippocampus	2.007474391745743e-245	33.457421121515445	0.14572437713372557	3.387003441106884e-34	12.193004308980504	0.7030748621452382
Neurosynth_TFIDF__distraction	0.007233640246072484	-2.6858922947340673	0.15901376090125258	0.0009320895092247173	3.310261189142462	0.7028618482381456
Neurosynth_TFIDF__feelings	0.7862647254258476	0.2711642267739955	0.15770773893174295	4.2357092914728476e-06	4.5994681570417955	0.7021738805188589
Neurosynth_TFIDF__induction	0.05164100488277632	-1.9461143527757847	0.15830141380169407	0.0003100975153543529	3.6067153483968837	0.7018958860992942
Neurosynth_TFIDF__sexual	0.003201199400225269	-2.947726698267326	0.1583819298654848	0.0014851101062867984	3.1775774650826416	0.7015390657600824
